"Sex" "Age" "startAge" "digRe" "Dtot" "PYtot" "mx"
"1" 94 61 90 17 61.42642 0.276753878868409
"1" 94 61 91 44 167.64339 0.262461884122004
"1" 94 61 99 70 270.14715 0.259118039927499
"1" 95 61 0 106 523.00474 0.202675027381205
"1" 95 61 1 25 112.38674 0.22244617114083
"1" 95 61 2 12 81.83984 0.146627852644873
"1" 95 61 3 28 156.28679 0.179157816217225
"1" 95 61 4 36 164.71595 0.218558069209448
"1" 95 61 6 11 109.30048 0.100639997189399
"1" 95 61 7 81 434.9521 0.1862274029715
"1" 95 61 90 4 18.128 0.220653133274492
"1" 95 61 91 13 63.79194 0.20378750042717
"1" 95 61 99 19 98.40041 0.193088626358366
"2" 51 51 0 127 63047.91381 0.00201434103565623
"2" 51 51 1 15 4022.77756 0.00372876694678589
"2" 51 51 2 74 36939.51129 0.00200327501409129
"2" 51 51 3 29 16858.33197 0.0017202176378782
"2" 51 51 4 9 4546.13141 0.00197970520170247
"2" 51 51 6 10 6379.25188 0.00156758193407469
"2" 51 51 7 40 14179.46545 0.00282098081490089
"2" 51 51 91 106 38538.33058 0.00275050834856376
"2" 51 51 99 24 8898.23204 0.00269716499773364
"2" 52 51 0 135 62913.25667 0.00214581166427479
"2" 52 51 1 10 4012.06365 0.00249248288969693
"2" 52 51 2 98 36854.67351 0.00265909288203053
"2" 52 51 3 53 16816.82205 0.0031516061621167
"2" 52 51 4 8 4537.28473 0.00176316904846304
"2" 52 51 6 15 6366.21358 0.0023561886216202
"2" 52 51 7 45 14137.35659 0.00318305616142063
"2" 52 51 91 99 38437.26767 0.00257562532409838
"2" 52 51 99 36 8867.30255 0.00405985921840459
"2" 53 51 0 159 62764.90208 0.00253326293407323
"2" 53 51 1 6 4001.95551 0.00149926704207664
"2" 53 51 2 89 36759.27991 0.00242115733001039
"2" 53 51 3 39 16768.23205 0.00232582659183799
"2" 53 51 4 12 4526.56604 0.00265101622155942
"2" 53 51 6 15 6350.89116 0.00236187325874437
"2" 53 51 7 43 14094.44218 0.00305084794778306
"2" 53 51 91 113 38321.71802 0.00294871957308975
"2" 53 51 99 29 8832.05407 0.00328349439101656
"2" 54 51 0 150 62616.00481 0.00239555366803033
"2" 54 51 1 16 3990.67419 0.00400934760349353
"2" 54 51 2 109 36660.67217 0.00297321335229626
"2" 54 51 3 50 16723.48803 0.00298980690573078
"2" 54 51 4 9 4516.08626 0.0019928760173859
"2" 54 51 6 29 6327.29364 0.00458331818467651
"2" 54 51 7 55 14039.76314 0.00391744500612708
"2" 54 51 91 125 38209.81521 0.00327141074388881
"2" 54 51 99 33 8802.32787 0.00374900827228559
"2" 55 51 0 202 62439.53666 0.00323512970795962
"2" 55 51 1 9 3978.63587 0.00226208185269289
"2" 55 51 2 148 36533.63998 0.00405106088747306
"2" 55 51 3 54 16669.28682 0.00323949072225515
"2" 55 51 4 17 4501.39905 0.00377660363170868
"2" 55 51 6 22 6302.73919 0.00349054583043916
"2" 55 51 7 43 13994.3628 0.00307266580226146
"2" 55 51 91 142 38068.3052 0.00373013716407843
"2" 55 51 99 46 8759.75565 0.00525128803107653
"2" 56 51 0 186 62240.80153 0.0029883933919191
"2" 56 51 1 12 3969.36208 0.00302315580139769
"2" 56 51 2 126 36396.26148 0.00346189402088008
"2" 56 51 3 63 16615.31487 0.00379168258278093
"2" 56 51 4 8 4490.12388 0.00178168803663386
"2" 56 51 6 20 6282.81177 0.00318328810923457
"2" 56 51 7 63 13941.56469 0.00451886150520742
"2" 56 51 91 149 37927.80213 0.00392851659290177
"2" 56 51 99 52 8716.21971 0.00596588908151789
"2" 56 56 0 142 49313.81456 0.00287951766187604
"2" 56 56 1 12 3480.87337 0.00344741067096043
"2" 56 56 2 101 32356.12943 0.00312151056938086
"2" 56 56 3 40 16427.15061 0.00243499319812957
"2" 56 56 4 14 5014.96851 0.00279164265380402
"2" 56 56 6 25 6486.73307 0.00385402015625101
"2" 56 56 7 48 14010.47843 0.00342600720166842
"2" 56 56 91 137 36986.91718 0.00370401240344735
"2" 56 56 99 47 8567.26759 0.00548599649844718
"2" 57 51 0 201 62044.30458 0.00323962048346969
"2" 57 51 1 12 3956.68309 0.00303284335061568
"2" 57 51 2 150 36258.45724 0.00413696586722177
"2" 57 51 3 62 16554.07461 0.00374530147173234
"2" 57 51 4 15 4479.10814 0.0033488809671829
"2" 57 51 6 29 6257.09924 0.00463473550405123
"2" 57 51 7 66 13877.35384 0.00475594992827537
"2" 57 51 91 164 37773.17112 0.00434170590229227
"2" 57 51 99 50 8666.4976 0.00576934331580499
"2" 57 56 0 147 49165.31208 0.00298991288331104
"2" 57 56 1 7 3472.14374 0.00201604556843606
"2" 57 56 2 136 32241.00549 0.00421823072615345
"2" 57 56 3 53 16383.37372 0.00323498693894166
"2" 57 56 4 14 5002.27311 0.00279872763684428
"2" 57 56 6 29 6462.24161 0.00448760689404183
"2" 57 56 7 66 13949.27103 0.00473143004090014
"2" 57 56 91 148 36847.92749 0.00401650812084791
"2" 57 56 99 49 8522.76251 0.00574930956277462
"2" 58 51 0 218 61839.16762 0.00352527384164684
"2" 58 51 1 19 3941.08487 0.00482100757195823
"2" 58 51 2 138 36113.67967 0.00382126665742782
"2" 58 51 3 47 16497.33061 0.00284894575438226
"2" 58 51 4 9 4466.87815 0.00201482997694934
"2" 58 51 6 30 6229.66261 0.00481567010576838
"2" 58 51 7 80 13806.40656 0.0057944114315579
"2" 58 51 91 158 37610.68107 0.0042009342959234
"2" 58 51 99 62 8607.32718 0.00720316524554374
"2" 58 56 0 195 48992.70566 0.00398018434322168
"2" 58 56 1 21 3459.8371 0.0060696499265818
"2" 58 56 2 153 32095.7823 0.00476698148591318
"2" 58 56 3 68 16319.21835 0.00416686623964438
"2" 58 56 4 15 4988.05886 0.0030071818358615
"2" 58 56 6 21 6438.73855 0.00326150842077599
"2" 58 56 7 63 13890.44626 0.00453549143208017
"2" 58 56 91 168 36683.57971 0.00457970572468976
"2" 58 56 99 48 8473.47914 0.00566473336476521
"2" 59 51 0 250 61609.78237 0.0040577971611491
"2" 59 51 1 19 3924.93019 0.00484085043051428
"2" 59 51 2 151 35967.91922 0.00419818558522663
"2" 59 51 3 68 16438.79398 0.00413655649451725
"2" 59 51 4 16 4456.44009 0.00359030968146595
"2" 59 51 6 28 6199.70225 0.00451634592612895
"2" 59 51 7 83 13726.66668 0.00604662456916307
"2" 59 51 91 181 37436.27445 0.00483488281510876
"2" 59 51 99 56 8551.42023 0.00654861981914319
"2" 59 56 0 199 48800.5099 0.00407782624418849
"2" 59 56 1 9 3443.78646 0.00261340245817681
"2" 59 56 2 161 31943.79746 0.00504010207933493
"2" 59 56 3 72 16251.33609 0.00443040495878391
"2" 59 56 4 18 4972.55033 0.00361987286310685
"2" 59 56 6 32 6411.35593 0.00499114389364435
"2" 59 56 7 81 13810.8446 0.0058649562967351
"2" 59 56 91 180 36507.5359 0.00493048888572071
"2" 59 56 99 48 8426.25392 0.00569648155108053
"2" 60 51 0 250 61357.11975 0.00407450677311169
"2" 60 51 1 16 3904.96645 0.00409734634211774
"2" 60 51 2 178 35801.48734 0.00497186047913506
"2" 60 51 3 80 16365.14032 0.00488843960000949
"2" 60 51 4 20 4434.86038 0.00450972483602742
"2" 60 51 6 29 6170.83639 0.00469952501852022
"2" 60 51 7 80 13643.72415 0.00586350171848058
"2" 60 51 91 193 37252.09239 0.00518091703358411
"2" 60 51 99 52 8493.88433 0.0061220518174869
"2" 60 56 0 240 48583.45107 0.00493995372321746
"2" 60 56 1 24 3427.08212 0.00700304199305268
"2" 60 56 2 175 31773.7221 0.0055076959334267
"2" 60 56 3 74 16179.75084 0.00457361801994226
"2" 60 56 4 17 4954.02944 0.00343155005554428
"2" 60 56 6 28 6383.94178 0.00438600491121647
"2" 60 56 7 83 13737.07049 0.00604204514058659
"2" 60 56 91 176 36328.5462 0.00484467501207081
"2" 60 56 99 56 8375.13279 0.00668646114684469
"2" 61 51 0 252 61106.2094 0.00412396714629136
"2" 61 51 1 24 3885.24846 0.00617721112229718
"2" 61 51 2 196 35616.41683 0.00550308024907513
"2" 61 51 3 79 16287.74811 0.00485027147193523
"2" 61 51 4 24 4416.11155 0.00543464532729025
"2" 61 51 6 33 6141.50171 0.00537327864718611
"2" 61 51 7 84 13562.90548 0.00619336322323172
"2" 61 51 91 208 37051.53934 0.0056138018475105
"2" 61 51 99 61 8441.13003 0.00722652059418637
"2" 61 56 0 221 48344.69542 0.00457133917340957
"2" 61 56 1 16 3408.61806 0.00469398440023521
"2" 61 56 2 212 31572.69541 0.0067146626934124
"2" 61 56 3 81 16101.01166 0.00503073978893075
"2" 61 56 4 24 4930.36619 0.00486779258885028
"2" 61 56 6 36 6348.21557 0.00567088492869186
"2" 61 56 7 77 13651.34975 0.0056404678958577
"2" 61 56 91 191 36149.23475 0.00528365265048937
"2" 61 56 99 59 8316.85898 0.00709402433561522
"2" 61 61 0 171 37406.08151 0.00457144916273268
"2" 61 61 1 18 3203.87405 0.00561819838080089
"2" 61 61 2 157 29231.14784 0.00537098306434483
"2" 61 61 3 66 14668.92881 0.00449930604032974
"2" 61 61 4 22 4766.81724 0.00461523882547677
"2" 61 61 6 23 5748.61463 0.00400096396790473
"2" 61 61 7 65 12807.69949 0.00507507222907211
"2" 61 61 91 195 35640.95752 0.00547123347880245
"2" 61 61 99 64 10285.88086 0.0062221214566936
"2" 62 51 0 318 60821.68779 0.00522839815129701
"2" 62 51 1 30 3858.57771 0.00777488552899975
"2" 62 51 2 217 35413.44148 0.00612761682940508
"2" 62 51 3 96 16198.97265 0.00592630175222871
"2" 62 51 4 15 4393.66598 0.00341400554076712
"2" 62 51 6 38 6103.68033 0.00622575199641886
"2" 62 51 7 106 13469.52429 0.0078696171978914
"2" 62 51 91 218 36833.09314 0.00591859063183744
"2" 62 51 99 55 8383.26557 0.0065606892136187
"2" 62 56 0 271 48104.62702 0.0056335537096531
"2" 62 56 1 22 3388.86859 0.00649184216375885
"2" 62 56 2 180 31378.82544 0.0057363523801801
"2" 62 56 3 84 16019.32303 0.00524366727874143
"2" 62 56 4 22 4910.38949 0.00448029632777664
"2" 62 56 6 38 6310.83982 0.00602138559745603
"2" 62 56 7 75 13575.44286 0.00552468164563436
"2" 62 56 91 235 35939.10603 0.00653883821717309
"2" 62 56 99 81 8244.60168 0.00982461047166077
"2" 62 61 0 174 37235.01852 0.0046730203694283
"2" 62 61 1 10 3190.5681 0.00313423806876274
"2" 62 61 2 169 29066.91096 0.00581417131777666
"2" 62 61 3 83 14593.26625 0.00568755469667389
"2" 62 61 4 28 4740.39562 0.00590667999984356
"2" 62 61 6 45 5715.74677 0.00787298699728785
"2" 62 61 7 105 12721.80632 0.00825354492584352
"2" 62 61 91 186 35450.81725 0.00524670556078647
"2" 62 61 99 86 10213.0582 0.00842059237457395
"2" 63 51 0 334 60489.04449 0.00552166103492041
"2" 63 51 1 24 3832.57631 0.00626210623318287
"2" 63 51 2 209 35189.53594 0.00593926559180422
"2" 63 51 3 122 16091.783 0.00758150914662471
"2" 63 51 4 25 4376.88978 0.00571181849591835
"2" 63 51 6 42 6064.20875 0.00692588295216585
"2" 63 51 7 107 13364.09788 0.00800652621379933
"2" 63 51 91 250 36605.87064 0.00682950564019149
"2" 63 51 99 62 8321.70364 0.00745039750057718
"2" 63 56 0 280 47833.53461 0.00585363390522815
"2" 63 56 1 22 3366.11706 0.00653572041846934
"2" 63 56 2 180 31199.60851 0.00576930316104149
"2" 63 56 3 100 15926.09928 0.00627900142036538
"2" 63 56 4 31 4884.10883 0.00634711491471823
"2" 63 56 6 38 6274.31966 0.00605643353529743
"2" 63 56 7 108 13485.45926 0.00800862602583696
"2" 63 56 91 229 35705.68917 0.0064135437607631
"2" 63 56 99 63 8173.32031 0.00770800575659808
"2" 63 61 0 195 37044.47228 0.00526394325517977
"2" 63 61 1 21 3174.7625 0.00661466802634843
"2" 63 61 2 172 28895.31763 0.00595252151931441
"2" 63 61 3 90 14508.64064 0.00620320002632583
"2" 63 61 4 16 4716.48049 0.00339236005193356
"2" 63 61 6 24 5677.91377 0.00422690462944456
"2" 63 61 7 85 12623.01233 0.00673373342098288
"2" 63 61 91 220 35238.1164 0.00624323949392482
"2" 63 61 99 93 10121.53184 0.0091883325044206
"2" 64 51 0 355 60154.08144 0.00590151144364312
"2" 64 51 1 17 3810.20466 0.00446170259001258
"2" 64 51 2 221 34987.90551 0.00631646841325884
"2" 64 51 3 81 15989.61261 0.00506578877022587
"2" 64 51 4 24 4350.41138 0.00551671966249776
"2" 64 51 6 37 6024.5024 0.00614158606692563
"2" 64 51 7 125 13242.84944 0.00943905619152006
"2" 64 51 91 265 36350.31759 0.00729017014346256
"2" 64 51 99 53 8262.79675 0.00641429307818809
"2" 64 56 0 283 47547.3094 0.00595196665323822
"2" 64 56 1 23 3344.99385 0.00687594687206973
"2" 64 56 2 228 30997.13622 0.00735551821244989
"2" 64 56 3 102 15826.15536 0.00644502708837303
"2" 64 56 4 31 4852.78097 0.0063880896730437
"2" 64 56 6 38 6235.42848 0.00609420830050159
"2" 64 56 7 113 13374.14304 0.00844913948221089
"2" 64 56 91 265 35459.75498 0.00747326088827927
"2" 64 56 99 77 8103.39562 0.00950218940439687
"2" 64 61 0 219 36838.89121 0.00594480433060786
"2" 64 61 1 25 3150.17796 0.00793605958693203
"2" 64 61 2 204 28710.7125 0.00710536180528435
"2" 64 61 3 86 14419.71525 0.0059640567451566
"2" 64 61 4 37 4691.71048 0.00788624962212076
"2" 64 61 6 42 5644.91853 0.00744031995799238
"2" 64 61 7 96 12538.54623 0.00765639000239982
"2" 64 61 91 220 35018.66943 0.00628236319600222
"2" 64 61 99 102 10032.10336 0.0101673593602209
"2" 65 51 0 386 59766.45937 0.00645847192671002
"2" 65 51 1 25 3790.49896 0.006595437767908
"2" 65 51 2 276 34734.32303 0.00794603078233651
"2" 65 51 3 126 15887.32371 0.00793085118047236
"2" 65 51 4 35 4321.72005 0.00809862730465385
"2" 65 51 6 52 5975.63448 0.00870200481204801
"2" 65 51 7 144 13108.32239 0.0109853874291232
"2" 65 51 91 293 36065.87535 0.00812402297619542
"2" 65 51 99 75 8198.32172 0.00914821381271678
"2" 65 56 0 298 47261.43939 0.00630535175919872
"2" 65 56 1 25 3321.43602 0.0075268648408287
"2" 65 56 2 248 30751.88504 0.00806454627667274
"2" 65 56 3 107 15724.84813 0.00680451722747417
"2" 65 56 4 29 4822.53732 0.00601343194996778
"2" 65 56 6 53 6194.23336 0.00855634538121437
"2" 65 56 7 131 13254.12254 0.00988371728152138
"2" 65 56 91 304 35175.7495 0.00864231762851279
"2" 65 56 99 80 8026.81792 0.00996658959968037
"2" 65 61 0 240 36609.72479 0.00655563518646161
"2" 65 61 1 19 3126.89117 0.00607632276501647
"2" 65 61 2 244 28474.31291 0.00856912687485108
"2" 65 61 3 102 14325.31141 0.00712026406133115
"2" 65 61 4 38 4652.3867 0.00816785070768086
"2" 65 61 6 41 5607.07188 0.00731219447110066
"2" 65 61 7 119 12429.43325 0.0095740487604292
"2" 65 61 91 273 34771.05949 0.0078513569619158
"2" 65 61 99 91 9934.73305 0.00915978311062923
"2" 66 51 0 424 59379.23814 0.00714054294533594
"2" 66 51 1 22 3766.23544 0.00584137671435645
"2" 66 51 2 276 34458.74744 0.00800957726280024
"2" 66 51 3 115 15766.07591 0.00729414222387821
"2" 66 51 4 19 4295.65982 0.00442306905019309
"2" 66 51 6 57 5926.49076 0.00961783326900859
"2" 66 51 7 142 12964.77277 0.0109527565595737
"2" 66 51 91 315 35768.38328 0.00880666027128302
"2" 66 51 99 78 8122.83432 0.00960255951644228
"2" 66 56 0 331 46942.12192 0.00705123642608442
"2" 66 56 1 25 3296.7803 0.00758315620849833
"2" 66 56 2 244 30513.796 0.00799638301311315
"2" 66 56 3 147 15593.07664 0.00942726078976035
"2" 66 56 4 30 4793.80838 0.00625807241798847
"2" 66 56 6 61 6134.35525 0.00994399533675524
"2" 66 56 7 130 13120.40377 0.00990823165802618
"2" 66 56 91 336 34853.48806 0.00964035506063493
"2" 66 56 99 113 7928.03423 0.014253217975826
"2" 66 61 0 254 36374.27109 0.00698295779925139
"2" 66 61 1 20 3109.60917 0.00643167642832749
"2" 66 61 2 223 28248.27238 0.00789428808247706
"2" 66 61 3 95 14223.64752 0.00667901815384694
"2" 66 61 4 31 4619.26763 0.00671102055197438
"2" 66 61 6 47 5563.78644 0.0084474845515458
"2" 66 61 7 118 12311.00269 0.00958492195731946
"2" 66 61 91 285 34499.83575 0.00826090889432713
"2" 66 61 99 124 9824.36415 0.0126216819843755
"2" 67 51 0 447 58940.07602 0.00758397393054465
"2" 67 51 1 31 3740.51884 0.00828762033450953
"2" 67 51 2 309 34170.72549 0.00904282819779253
"2" 67 51 3 123 15646.05268 0.00786140776307293
"2" 67 51 4 30 4269.33128 0.0070268615931814
"2" 67 51 6 53 5872.44424 0.00902520276633568
"2" 67 51 7 149 12814.9494 0.0116270455191965
"2" 67 51 91 373 35414.76396 0.0105323305393562
"2" 67 51 99 98 8038.02396 0.0121920512414098
"2" 67 56 0 352 46596.94311 0.00755414360914286
"2" 67 56 1 25 3270.50377 0.00764408230601122
"2" 67 56 2 281 30248.57778 0.00928969295825187
"2" 67 56 3 133 15454.8358 0.0086057206767606
"2" 67 56 4 27 4764.36825 0.005667068241419
"2" 67 56 6 50 6079.91168 0.00822380367209545
"2" 67 56 7 153 12983.2786 0.0117843885750091
"2" 67 56 91 337 34524.87753 0.00976107734798386
"2" 67 56 99 88 7824.95548 0.0112460703738087
"2" 67 61 0 327 36067.48119 0.00906633868546006
"2" 67 61 1 26 3086.39219 0.0084240752306984
"2" 67 61 2 240 28016.67345 0.00856632749167443
"2" 67 61 3 128 14117.66394 0.00906665582521296
"2" 67 61 4 39 4584.91168 0.00850616167158099
"2" 67 61 6 61 5509.24436 0.0110722988515253
"2" 67 61 7 109 12202.10469 0.00893288516769807
"2" 67 61 91 333 34193.86309 0.00973858961543851
"2" 67 61 99 107 9708.33948 0.0110214522494222
"2" 68 51 0 469 58481.87752 0.00801957837006188
"2" 68 51 1 40 3705.02876 0.0107961375177018
"2" 68 51 2 305 33861.4729 0.00900728686258653
"2" 68 51 3 152 15506.76792 0.00980217159269899
"2" 68 51 4 24 4244.87544 0.00565387614765912
"2" 68 51 6 68 5808.52019 0.0117069404556895
"2" 68 51 7 148 12672.80494 0.0116785510943089
"2" 68 51 91 367 35047.07601 0.0104716296416649
"2" 68 51 99 106 7934.32237 0.0133596790068413
"2" 68 56 0 423 46208.02671 0.0091542537112596
"2" 68 56 1 31 3242.70636 0.00955991587224691
"2" 68 56 2 277 29966.07112 0.00924378771213435
"2" 68 56 3 124 15320.65298 0.00809364980473567
"2" 68 56 4 49 4724.06708 0.0103724183357701
"2" 68 56 6 61 6020.0849 0.010132747463412
"2" 68 56 7 172 12820.79192 0.0134157079432578
"2" 68 56 91 395 34137.79473 0.0115707532699198
"2" 68 56 99 113 7727.3012 0.0146234755285584
"2" 68 61 0 318 35750.18005 0.00889506009634768
"2" 68 61 1 25 3060.36139 0.00816896987450231
"2" 68 61 2 261 27775.59139 0.00939673961699938
"2" 68 61 3 123 13989.39083 0.00879237713026279
"2" 68 61 4 41 4544.88433 0.009021131677514
"2" 68 61 6 44 5457.01641 0.00806301405276514
"2" 68 61 7 141 12073.53118 0.0116784392153282
"2" 68 61 91 339 33851.68375 0.0100142729237213
"2" 68 61 99 127 9592.067 0.0132401076848191
"2" 69 51 0 532 57981.48601 0.00917534262416535
"2" 69 51 1 29 3666.26216 0.00790996353626823
"2" 69 51 2 335 33549.21423 0.00998533073541973
"2" 69 51 3 146 15356.94459 0.00950709948482011
"2" 69 51 4 41 4208.9398 0.00974117044867213
"2" 69 51 6 76 5734.35728 0.0132534469495071
"2" 69 51 7 180 12505.13075 0.0143940918010793
"2" 69 51 91 428 34647.66184 0.0123529259196903
"2" 69 51 99 78 7848.46619 0.00993824756477673
"2" 69 56 0 400 45802.06088 0.00873323148161363
"2" 69 56 1 34 3211.43465 0.0105871685727748
"2" 69 56 2 342 29658.23 0.0115313692017359
"2" 69 56 3 172 15172.81997 0.0113360601615311
"2" 69 56 4 36 4685.43875 0.00768337863769962
"2" 69 56 6 70 5959.19503 0.0117465529568345
"2" 69 56 7 191 12638.51545 0.0151125344393198
"2" 69 56 91 414 33743.44273 0.0122690504141099
"2" 69 56 99 101 7622.72214 0.0132498598459998
"2" 69 61 0 320 35423.1848 0.00903363155534225
"2" 69 61 1 25 3035.31963 0.00823636487996488
"2" 69 61 2 288 27494.54006 0.0104748069751853
"2" 69 61 3 139 13859.01031 0.0100295762028335
"2" 69 61 4 48 4498.07257 0.0106712373473334
"2" 69 61 6 45 5412.07047 0.00831474760896822
"2" 69 61 7 148 11927.694 0.0124080983298197
"2" 69 61 91 432 33461.52908 0.0129103484472324
"2" 69 61 99 138 9457.88771 0.0145909958154917
"2" 70 51 0 545 57433.82886 0.00948918104221269
"2" 70 51 1 31 3639.07257 0.00851865397122322
"2" 70 51 2 385 33180.95148 0.0116030427949621
"2" 70 51 3 169 15206.9589 0.0111133331201415
"2" 70 51 4 42 4169.81794 0.0100723822009361
"2" 70 51 6 92 5653.63177 0.016272725876521
"2" 70 51 7 214 12312.38194 0.0173808773186905
"2" 70 51 91 440 34220.92116 0.012857631679252
"2" 70 51 99 135 7734.65163 0.017453921192311
"2" 70 56 0 490 45358.28138 0.0108028784401002
"2" 70 56 1 26 3178.9774 0.00817873068238862
"2" 70 56 2 339 29324.50031 0.0115602992861364
"2" 70 56 3 181 15000.83436 0.0120659955077325
"2" 70 56 4 50 4641.50033 0.0107723788527663
"2" 70 56 6 79 5878.73042 0.013438275674495
"2" 70 56 7 182 12451.42228 0.0146168040812764
"2" 70 56 91 443 33319.2026 0.013295636312737
"2" 70 56 99 135 7501.02189 0.0179975477981174
"2" 70 61 0 347 35105.96028 0.00988436143698616
"2" 70 61 1 32 3007.11502 0.0106414286740518
"2" 70 61 2 314 27186.62916 0.0115497952376528
"2" 70 61 3 139 13718.17934 0.0101325399351427
"2" 70 61 4 41 4454.05407 0.0092050970544235
"2" 70 61 6 59 5361.01504 0.0110053785635341
"2" 70 61 7 187 11757.0404 0.0159053633940052
"2" 70 61 91 432 33033.15944 0.0130777681373368
"2" 70 61 99 166 9300.68579 0.0178481462279353
"2" 71 51 0 594 56859.58511 0.0104467874475491
"2" 71 51 1 35 3605.86654 0.00970640471901658
"2" 71 51 2 403 32783.91785 0.0122926125499671
"2" 71 51 3 168 15033.03287 0.0111753896537579
"2" 71 51 4 33 4132.06571 0.0079863202369064
"2" 71 51 6 94 5565.09234 0.0168910045435113
"2" 71 51 7 166 12114.74467 0.0137023110698378
"2" 71 51 91 443 33782.32299 0.0131133670153806
"2" 71 51 99 99 7620.34499 0.0129915378017551
"2" 71 56 0 537 44834.73866 0.0119773197312978
"2" 71 56 1 41 3147.95485 0.0130243291132336
"2" 71 56 2 370 28963.91307 0.0127745170034789
"2" 71 56 3 198 14804.0363 0.0133747307820368
"2" 71 56 4 53 4587.60302 0.0115528740758393
"2" 71 56 6 71 5808.13624 0.0122242311588752
"2" 71 56 7 226 12247.1786 0.0184532297095757
"2" 71 56 91 492 32845.84332 0.0149790643280704
"2" 71 56 99 116 7375.99933 0.0157266825565181
"2" 71 61 0 404 34717.91238 0.0116366443805168
"2" 71 61 1 28 2977.71867 0.00940317172407694
"2" 71 61 2 364 26852.66044 0.0135554538744244
"2" 71 61 3 159 13568.0506 0.0117187062966879
"2" 71 61 4 47 4411.76112 0.0106533419923697
"2" 71 61 6 66 5297.23822 0.0124593226241579
"2" 71 61 7 188 11572.80633 0.0162449793627541
"2" 71 61 91 456 32598.44351 0.0139883979386966
"2" 71 61 99 131 9155.99869 0.014307559932602
"2" 72 51 0 695 56241.30652 0.0123574654111716
"2" 72 51 1 45 3565.68857 0.0126202833244071
"2" 72 51 2 446 32355.06026 0.0137845516718565
"2" 72 51 3 189 14853.7222 0.0127240833950698
"2" 72 51 4 47 4095.60852 0.0114757061790662
"2" 72 51 6 79 5477.16563 0.0144235185379997
"2" 72 51 7 205 11938.29639 0.0171716292930804
"2" 72 51 91 553 33286.44918 0.0166133671095284
"2" 72 51 99 133 7503.71526 0.0177245531568851
"2" 72 56 0 562 44291.60167 0.0126886357415397
"2" 72 56 1 35 3108.41751 0.011259748694441
"2" 72 56 2 382 28594.88358 0.0133590332316366
"2" 72 56 3 232 14594.56483 0.0158963287156812
"2" 72 56 4 63 4534.55164 0.0138933250741412
"2" 72 56 6 81 5729.44765 0.0141374884540572
"2" 72 56 7 222 12029.42362 0.0184547495385319
"2" 72 56 91 536 32329.54756 0.0165792607831967
"2" 72 56 99 135 7253.77959 0.0186109873239201
"2" 72 61 0 433 34305.99094 0.0126217021615059
"2" 72 61 1 42 2944.31006 0.014264801988959
"2" 72 61 2 377 26487.58379 0.0142330838097181
"2" 72 61 3 170 13407.2669 0.0126796908921087
"2" 72 61 4 50 4364.04796 0.011457252637526
"2" 72 61 6 67 5232.22454 0.0128052608384425
"2" 72 61 7 198 11378.76249 0.0174008377601702
"2" 72 61 91 493 32117.99109 0.0153496524305811
"2" 72 61 99 165 9010.96373 0.0183110269826821
"2" 73 51 0 760 55512.73995 0.0136905510462018
"2" 73 51 1 56 3512.33881 0.0159437921650844
"2" 73 51 2 453 31905.00552 0.0141983990479498
"2" 73 51 3 220 14652.36689 0.0150146390444363
"2" 73 51 4 46 4045.59068 0.0113704038887098
"2" 73 51 6 101 5381.6105 0.0187676161253216
"2" 73 51 7 243 11719.40652 0.0207348383713205
"2" 73 51 91 578 32724.42029 0.0176626505489733
"2" 73 51 99 137 7364.68304 0.0186022941185531
"2" 73 56 0 603 43713.07047 0.013794501130133
"2" 73 56 1 36 3073.40043 0.0117134102177502
"2" 73 56 2 410 28191.36827 0.0145434586953448
"2" 73 56 3 213 14371.13549 0.0148213758160038
"2" 73 56 4 52 4471.43331 0.0116293806470749
"2" 73 56 6 87 5651.45313 0.0153942708182736
"2" 73 56 7 268 11779.4031 0.0227515772849305
"2" 73 56 91 551 31797.04792 0.0173286526908502
"2" 73 56 99 143 7110.85154 0.0201101090629717
"2" 73 61 0 486 33837.21357 0.0143628847864378
"2" 73 61 1 47 2898.38672 0.0162159175225589
"2" 73 61 2 438 26070.06152 0.0168008809516611
"2" 73 61 3 191 13231.76383 0.014434961389422
"2" 73 61 4 49 4315.82476 0.0113535657087245
"2" 73 61 6 92 5153.31416 0.0178525890608618
"2" 73 61 7 231 11168.00953 0.0206840797708381
"2" 73 61 91 542 31610.2211 0.0171463527029869
"2" 73 61 99 201 8830.12464 0.0227629855969961
"2" 74 51 0 791 54724.53109 0.0144542124755554
"2" 74 51 1 62 3455.1355 0.0179443034867952
"2" 74 51 2 506 31440.09853 0.016094097145312
"2" 74 51 3 234 14427.42091 0.0162191150767501
"2" 74 51 4 44 4001.41685 0.0109961050421428
"2" 74 51 6 102 5284.45718 0.0193018878809422
"2" 74 51 7 263 11461.29153 0.0229468030990745
"2" 74 51 91 613 32119.89383 0.0190847455238927
"2" 74 51 99 145 7228.75298 0.0200587847449174
"2" 74 56 0 694 43054.61529 0.0161190616923522
"2" 74 56 1 47 3031.87476 0.0155019595862198
"2" 74 56 2 476 27743.54748 0.0171571425875924
"2" 74 56 3 233 14151.22731 0.0164650029920267
"2" 74 56 4 74 4411.05135 0.0167760459193022
"2" 74 56 6 96 5559.21156 0.01726863584231
"2" 74 56 7 261 11513.19699 0.0226696373063621
"2" 74 56 91 633 31199.26005 0.0202889427180501
"2" 74 56 99 151 6967.37574 0.0216724353091943
"2" 74 61 0 538 33326.49204 0.0161433132342362
"2" 74 61 1 45 2851.4901 0.0157812225965645
